evalset,condition,f1_mean,f1_std,n
addonesent,full / same_epochs,74.47185810068156,0.6969715774377333,5
addonesent,random / same_epochs,69.41303424517048,0.5696629171447086,17
addsent,full / same_epochs,66.16041800400492,1.0152818104975425,5
addsent,random / same_epochs,60.78815706404589,0.8708152650849429,17
squad_dev,full / same_epochs,88.40356101147168,0.15766819901677917,5
squad_dev,random / same_epochs,85.08905680847488,0.2135794865908021,17
