idx,n_records,confidence,variability,correctness,region
53528,3,0.10114403286327918,0.12476132730143123,0.3333333333333333,Hard-to-learn
53529,3,0.3024977712581555,0.2526044280276065,0.6666666666666666,Ambiguous
53530,3,0.00035486532336411375,0.00011065269540473335,0.0,Hard-to-learn
53531,3,0.003224101848900318,0.0021187476724357683,0.0,Hard-to-learn
53532,3,2.7513425493452814e-07,1.6364007796483312e-07,0.0,Hard-to-learn
53533,3,0.05061098995308081,0.03035988477697787,0.0,Hard-to-learn
53534,3,0.23375308761994043,0.08665170776288676,0.0,Hard-to-learn
53535,3,0.00015426088975800667,0.00018553962666264625,0.0,Hard-to-learn
53536,3,0.02835885528475046,0.015069101815979487,0.0,Hard-to-learn
53537,3,0.0053782267884040875,0.0066422191456669165,0.0,Hard-to-learn
53538,3,0.07717566564679146,0.031022850702871,0.0,Hard-to-learn
53539,3,0.3738560676574707,0.31556334199067326,0.3333333333333333,Hard-to-learn
53540,3,0.6246041009823481,0.2851476967335989,0.6666666666666666,Ambiguous
53541,3,0.03239380940794945,0.024877899318103996,0.0,Hard-to-learn
53542,3,0.04557317433257898,0.021194568980865795,0.0,Hard-to-learn
53543,3,0.11611801882584889,0.0352008644246788,0.0,Hard-to-learn
53544,3,0.6726526419321696,0.0772859242283502,1.0,Easy-to-learn
53545,3,0.7268879810969034,0.11570220457514452,1.0,Easy-to-learn
53546,3,0.2777259995539983,0.14858819599856543,0.3333333333333333,Hard-to-learn
53547,3,0.7184110780556997,0.32554115473721545,1.0,Easy-to-learn
53548,3,0.9364616870880127,0.013237467153356325,1.0,Easy-to-learn
53549,3,0.8545438051223755,0.07856416304258942,1.0,Easy-to-learn
53550,3,0.11679538463552792,0.06947317547190908,0.3333333333333333,Hard-to-learn
53551,3,0.03126821030552188,0.032758087430670636,0.0,Hard-to-learn
53552,3,0.41838353872299194,0.26523304504630907,0.6666666666666666,Ambiguous
53553,3,0.06361089646816254,0.04931339150413069,0.0,Hard-to-learn
53554,3,0.34091586371262866,0.12810912815842954,0.3333333333333333,Hard-to-learn
53555,3,0.04689193175484737,0.025190643590670445,0.0,Hard-to-learn
53556,3,0.04944568624099096,0.04161461677874236,0.0,Hard-to-learn
53557,3,0.9109698136647543,0.052445848959246276,1.0,Easy-to-learn
53558,3,0.03713839625318845,0.021343096365482848,0.0,Hard-to-learn
53559,3,0.8044106364250183,0.0881837290847012,1.0,Easy-to-learn
53560,3,0.3837052136659622,0.18710781246241756,0.6666666666666666,Ambiguous
53561,3,0.0029358742249314673,0.003756482560208756,0.0,Hard-to-learn
53562,3,0.029203060471142333,0.03251637381121063,0.0,Hard-to-learn
53563,3,0.0005593275733796569,0.0003912168235510081,0.0,Hard-to-learn
53564,3,0.07277674740180373,0.09624080373120947,0.3333333333333333,Hard-to-learn
53565,3,0.8908634384473165,0.04157385433314441,1.0,Easy-to-learn
53566,3,0.09162295237183571,0.03276043699004978,0.0,Hard-to-learn
53567,3,0.3787095646063487,0.3183040273072537,1.0,Easy-to-learn
53568,3,0.07721001212485135,0.0817477921383694,0.3333333333333333,Hard-to-learn
53569,3,0.19971068700154623,0.02717711200245751,0.0,Hard-to-learn
53570,3,0.01640933758577982,0.022884702012615533,0.0,Hard-to-learn
53571,3,2.506596501916647e-05,7.576178132187877e-06,0.0,Hard-to-learn
